x y U eU B eB V eV R eR I eI J eJ H eH K eK U_B eU_B B_V eB_V V_I eV_I R_I eR_I Q_UB eQ_UB field probability
885.694 1697.25 22.603 0 21.332 0 19.491 0 18.341 0 17.168 0 15.504 0 14.793 0 14.471 0 1.271 0 1.841 0 2.323 0 1.173 0 -0.05452 0 1 0.00833
1193.015 203.413 13.854 0 13.606 0 12.951 0 12.518 0 12.076 0 11.485 0 11.189 0 11.093 0 0.248 0 0.655 0 0.875 0 0.442 0 -0.2236 0 1 0.13333
1885.608 1381.703 22.045 0 21.32 0 19.887 0 18.953 0 17.98 0 16.611 0 15.959 0 15.709 0 0.725 0 1.433 0 1.907 0 0.973 0 -0.30676 0 1 0.01667
1715.354 1624.045 22.02 0 21.275 0 19.821 0 18.9 0 17.965 0 16.642 0 15.957 0 15.725 0 0.745 0 1.454 0 1.856 0 0.935 0 -0.30188 0 1 0.04167
358.132 512.878 18.97 0 18.545 0 17.53 0 16.865 0 16.177 0 15.239 0 14.791 0 14.628 0 0.425 0 1.015 0 1.353 0 0.688 0 -0.3058 0 1 0
525.277 1237.432 23.075 0 22.104 0 20.521 0 19.533 0 18.557 0 17.158 0 16.391 0 16.147 0 0.971 0 1.583 0 1.964 0 0.976 0 -0.16876 0 1 0.00833
365.605 1240.127 23.536 0 22.218 0 20.614 0 19.574 0 18.648 0 17.343 0 16.515 0 16.303 0 1.318 0 1.604 0 1.966 0 0.926 0 0.16312 0 1 0
1878.026 853.752 22.092 0 21.198 0 19.702 0 18.725 0 17.689 0 16.23 0 15.611 0 15.329 0 0.894 0 1.496 0 2.013 0 1.036 0 -0.18312 0 1 0.11667
1161.733 537.752 23.022 0 21.965 0 20.347 0 19.288 0 18.157 0 16.554 0 15.907 0 15.588 0 1.057 0 1.618 0 2.19 0 1.131 0 -0.10796 0 1 0
713.423 788.973 19.508 0 18.659 0 17.442 0 16.701 0 16.044 0 15.099 0 14.453 0 14.323 0 0.849 0 1.217 0 1.398 0 0.657 0 -0.02724 0 1 0
1417.402 908.69 14.769 0 14.58 0 13.898 0 13.454 0 13.011 0 12.43 0 12.119 0 12.031 0 0.189 0 0.682 0 0.887 0 0.443 0 -0.30204 0 1 0.25
1937.276 1834.884 22.923 0 21.598 0 19.995 0 18.91 0 17.887 0 16.622 0 15.891 0 15.662 0 1.325 0 1.603 0 2.108 0 1.023 0 0.17084 0 1 0.06667
417.171 2039.292 22.536 0 19.48 0 16.433 0 14.525 0 12.59 0 9.835 0 8.403 0 7.913 0 3.056 0 3.047 0 3.843 0 1.935 0 0.86216 0 1 0
1021.305 547.021 19.021 0 18.599 0 17.54 0 16.87 0 16.199 0 15.284 0 14.806 0 14.657 0 0.422 0 1.059 0 1.341 0 0.671 0 -0.34048 0 1 0
1061.355 201.593 27.147 0 23.896 0 20.124 0 17.529 0 14.752 0 10.908 0 9.159 0 8.476 0 3.251 0 3.772 0 5.372 0 2.777 0 0.53516 0 1 0
894.497 215.101 20.784 0 19.893 0 18.433 0 17.482 0 16.482 0 15.076 0 14.481 0 14.209 0 0.891 0 1.46 0 1.951 0 1 0 -0.1602 0 1 0.01667
1818.703 710.339 23.077 0 22.132 0 20.49 0 19.438 0 18.349 0 16.808 0 16.106 0 15.818 0 0.945 0 1.642 0 2.141 0 1.089 0 -0.23724 0 1 0
1392.764 317.083 18.368 0 17.019 0 15.251 0 14.22 0 13.219 0 11.754 0 10.944 0 10.704 0 1.349 0 1.768 0 2.032 0 1.001 0 0.07604 0 1 0
444.147 989.231 21.253 0 20.432 0 19.054 0 18.158 0 17.217 0 15.899 0 15.339 0 15.086 0 0.821 0 1.378 0 1.837 0 0.941 0 -0.17116 0 1 0.06667
1997.014 780.172 23.527 0 20.417 0 17.363 0 15.52 0 13.668 0 10.974 0 9.57 0 9.078 0 3.11 0 3.054 0 3.695 0 1.852 0 0.91112 0 1 0
1099.881 859.825 21.111 0 19.943 0 18.508 0 17.592 0 16.777 0 15.625 0 14.865 0 14.692 0 1.168 0 1.435 0 1.731 0 0.815 0 0.1348 0 1 0.05833
841.917 802.51 23.012 0 22.045 0 20.479 0 19.519 0 18.57 0 17.219 0 16.521 0 16.289 0 0.967 0 1.566 0 1.909 0 0.949 0 -0.16052 0 1 0.00833
1679.31 1741.138 21.765 0 20.851 0 19.374 0 18.414 0 17.404 0 15.981 0 15.386 0 15.109 0 0.914 0 1.477 0 1.97 0 1.01 0 -0.14944 0 1 0.08333
1795.005 1572.517 19.719 0 18.571 0 17.213 0 16.31 0 15.517 0 14.492 0 13.773 0 13.623 0 1.148 0 1.358 0 1.696 0 0.793 0 0.17024 0 1 0.00833
42.858 1385.58 23.957 0 22.576 0 20.934 0 19.828 0 18.792 0 17.462 0 16.663 0 16.44 0 1.381 0 1.642 0 2.142 0 1.036 0 0.19876 0 1 0.01667
1690.87 1567.01 23.217 0 21.281 0 18.861 0 17.407 0 15.941 0 13.788 0 12.737 0 12.345 0 1.936 0 2.42 0 2.92 0 1.466 0 0.1936 0 1 0.14167
744.581 427.834 19.568 0 19.033 0 17.874 0 17.159 0 16.453 0 15.48 0 14.962 0 14.803 0 0.535 0 1.159 0 1.421 0 0.706 0 -0.29948 0 1 0.04167
1108.787 1107.37 21.634 0 20.772 0 19.297 0 18.385 0 17.484 0 16.203 0 15.532 0 15.313 0 0.862 0 1.475 0 1.813 0 0.901 0 -0.2 0 1 0
1863.334 1611.308 20.896 0 20.24 0 18.939 0 18.116 0 17.28 0 16.119 0 15.561 0 15.355 0 0.656 0 1.301 0 1.659 0 0.836 0 -0.28072 0 1 0.04167
831.773 212.953 23.02 0 21.708 0 20.159 0 19.079 0 17.966 0 16.718 0 16.037 0 15.81 0 1.312 0 1.549 0 2.193 0 1.113 0 0.19672 0 1 0.05
510.413 1144.955 19.867 0 19.305 0 18.125 0 17.374 0 16.614 0 15.566 0 15.06 0 14.877 0 0.562 0 1.18 0 1.511 0 0.76 0 -0.2876 0 1 0.00833
1023.501 603.365 22.996 0 21.926 0 20.354 0 19.398 0 18.476 0 17.152 0 16.43 0 16.21 0 1.07 0 1.572 0 1.878 0 0.922 0 -0.06184 0 1 0.00833
1944.743 415.87 20.898 0 20.15 0 18.754 0 17.866 0 16.955 0 15.685 0 15.094 0 14.863 0 0.748 0 1.396 0 1.799 0 0.911 0 -0.25712 0 1 0.00833
644.807 28.893 22.211 0 21.377 0 19.901 0 18.953 0 17.97 0 16.593 0 15.982 0 15.724 0 0.834 0 1.476 0 1.931 0 0.983 0 -0.22872 0 1 0.05
191.054 913.657 23.524 0 22.146 0 20.531 0 19.453 0 18.457 0 17.151 0 16.339 0 16.129 0 1.378 0 1.615 0 2.074 0 0.996 0 0.2152 0 1 0.01667
335.598 480.231 21.372 0 20.091 0 18.272 0 17.175 0 16.087 0 14.514 0 13.711 0 13.437 0 1.281 0 1.819 0 2.185 0 1.088 0 -0.02868 0 1 0.01667
1540.596 1918.313 23.219 0 22.293 0 20.685 0 19.67 0 18.628 0 17.161 0 16.486 0 16.215 0 0.926 0 1.608 0 2.057 0 1.042 0 -0.23176 0 1 0.04167
865.41 584.172 21.784 0 20.813 0 19.248 0 18.239 0 17.183 0 15.694 0 15.057 0 14.77 0 0.971 0 1.565 0 2.065 0 1.056 0 -0.1558 0 1 0.21667
343.345 1722.681 23.738 0 22.603 0 20.847 0 19.708 0 18.504 0 16.8 0 16.099 0 15.762 0 1.135 0 1.756 0 2.343 0 1.204 0 -0.12932 0 1 0.09167
647.516 520.12 22.042 0 20.87 0 19.395 0 18.483 0 17.666 0 16.478 0 15.73 0 15.553 0 1.172 0 1.475 0 1.729 0 0.817 0 0.11 0 1 0
1857.155 113.167 20.633 0 19.741 0 18.247 0 17.295 0 16.312 0 14.929 0 14.308 0 14.049 0 0.892 0 1.494 0 1.935 0 0.983 0 -0.18368 0 1 0.00833
1946.791 46.069 21.565 0 20.687 0 19.191 0 18.23 0 17.232 0 15.83 0 15.209 0 14.944 0 0.878 0 1.496 0 1.959 0 0.998 0 -0.19912 0 1 0.08333
718.658 754.348 22.949 0 21.793 0 20.153 0 19.14 0 18.17 0 16.765 0 15.986 0 15.751 0 1.156 0 1.64 0 1.983 0 0.97 0 -0.0248 0 1 0.10833
292.674 1646.795 23.98 0 22.687 0 20.945 0 19.861 0 18.817 0 17.308 0 16.473 0 16.215 0 1.293 0 1.742 0 2.128 0 1.044 0 0.03876 0 1 0.00833
1511.44 1124.771 20.653 0 19.819 0 18.412 0 17.508 0 16.571 0 15.257 0 14.681 0 14.432 0 0.834 0 1.407 0 1.841 0 0.937 0 -0.17904 0 1 0.05833
1504.721 775.19 16.187 0 15.863 0 14.976 0 14.428 0 13.908 0 13.199 0 12.767 0 12.664 0 0.324 0 0.887 0 1.068 0 0.52 0 -0.31464 0 1 0
1086.226 621.55 23.666 0 22.261 0 20.621 0 19.468 0 18.226 0 16.859 0 16.158 0 15.9 0 1.405 0 1.64 0 2.395 0 1.242 0 0.2242 0 1 0.05
665.863 1833.803 19.531 0 18.864 0 17.607 0 16.808 0 15.996 0 14.869 0 14.341 0 14.138 0 0.667 0 1.257 0 1.611 0 0.812 0 -0.23804 0 1 0
656.831 1511.156 21.614 0 20.837 0 19.422 0 18.535 0 17.636 0 16.381 0 15.785 0 15.56 0 0.777 0 1.415 0 1.786 0 0.899 0 -0.2418 0 1 0.01667
1103.891 702.959 23.342 0 22.283 0 20.65 0 19.652 0 18.668 0 17.264 0 16.555 0 16.311 0 1.059 0 1.633 0 1.982 0 0.984 0 -0.11676 0 1 0.025
959.937 817.689 23.693 0 22.672 0 20.986 0 19.933 0 18.859 0 17.341 0 16.639 0 16.36 0 1.021 0 1.686 0 2.127 0 1.074 0 -0.19292 0 1 0.00833
991.636 1362.984 16.871 0 16.521 0 15.613 0 15.054 0 14.519 0 13.8 0 13.398 0 13.29 0 0.35 0 0.908 0 1.094 0 0.535 0 -0.30376 0 1 0.01667
346.782 118.654 20.947 0 20.134 0 18.725 0 17.821 0 16.887 0 15.578 0 15.004 0 14.756 0 0.813 0 1.409 0 1.838 0 0.934 0 -0.20148 0 1 0.00833
244.055 1258.349 23.525 0 22.055 0 20.376 0 19.277 0 18.244 0 16.837 0 15.99 0 15.765 0 1.47 0 1.679 0 2.132 0 1.033 0 0.26112 0 1 0
475.681 805.592 23.15 0 22.148 0 20.501 0 19.459 0 18.388 0 16.88 0 16.213 0 15.928 0 1.002 0 1.647 0 2.113 0 1.071 0 -0.18384 0 1 0
1268.524 139.561 21.666 0 20.36 0 18.857 0 17.889 0 17.011 0 15.794 0 15.014 0 14.832 0 1.306 0 1.503 0 1.846 0 0.878 0 0.22384 0 1 0.05
359.279 1363.706 26.107 0 22.751 0 19.431 0 17.423 0 15.389 0 12.434 0 10.983 0 10.424 0 3.356 0 3.32 0 4.042 0 2.034 0 0.9656 0 1 0.01667
79.19 2014.784 23.253 0 21.973 0 20.073 0 18.867 0 17.616 0 15.836 0 15.081 0 14.734 0 1.28 0 1.9 0 2.457 0 1.251 0 -0.088 0 1 0
571.462 1651.324 23.957 0 22.748 0 20.907 0 19.73 0 18.502 0 16.763 0 16.038 0 15.696 0 1.209 0 1.841 0 2.405 0 1.228 0 -0.11652 0 1 0.04167
432.499 1733.711 21.39 0 20.154 0 18.707 0 17.807 0 17.026 0 15.9 0 15.163 0 15.002 0 1.236 0 1.447 0 1.681 0 0.781 0 0.19416 0 1 0.00833
1573.287 701.544 22.011 0 21.018 0 19.401 0 18.378 0 17.331 0 15.857 0 15.208 0 14.929 0 0.993 0 1.617 0 2.07 0 1.047 0 -0.17124 0 1 0.125
1742.831 801.113 21.712 0 20.702 0 19.16 0 18.223 0 17.318 0 16.028 0 15.36 0 15.141 0 1.01 0 1.542 0 1.842 0 0.905 0 -0.10024 0 1 0
453.243 333.915 22.013 0 20.893 0 19.177 0 18.1 0 17 0 15.444 0 14.759 0 14.463 0 1.12 0 1.716 0 2.177 0 1.1 0 -0.11552 0 1 0.06667
44.354 1971.933 26.152 0 23.633 0 20.74 0 18.996 0 17.244 0 14.658 0 13.453 0 12.965 0 2.519 0 2.893 0 3.496 0 1.752 0 0.43604 0 1 0
993.72 1594.515 19.109 0 18.498 0 17.334 0 16.612 0 15.902 0 14.926 0 14.45 0 14.281 0 0.611 0 1.164 0 1.432 0 0.71 0 -0.22708 0 1 0.025
1545.151 687.686 20.112 0 19.309 0 17.957 0 17.107 0 16.248 0 15.052 0 14.515 0 14.292 0 0.803 0 1.352 0 1.709 0 0.859 0 -0.17044 0 1 0.01667
260.074 295.524 24.359 0 22.72 0 20.896 0 19.719 0 18.625 0 17.097 0 16.189 0 15.945 0 1.639 0 1.824 0 2.271 0 1.094 0 0.32572 0 1 0.19167
434.609 354.611 22.575 0 21.486 0 19.804 0 18.742 0 17.658 0 16.125 0 15.454 0 15.161 0 1.089 0 1.682 0 2.146 0 1.084 0 -0.12204 0 1 0.05833
804.926 1389.429 23.348 0 22.176 0 20.415 0 19.303 0 18.161 0 16.549 0 15.874 0 15.558 0 1.172 0 1.761 0 2.254 0 1.142 0 -0.09592 0 1 0.225
1566.251 1180.54 13.473 0 13.165 0 12.407 0 11.958 0 11.556 0 11.033 0 10.722 0 10.649 0 0.308 0 0.758 0 0.851 0 0.402 0 -0.23776 0 1 0.375
1374.972 136.189 23.638 0 22.407 0 20.692 0 19.657 0 18.659 0 17.233 0 16.531 0 16.281 0 1.231 0 1.715 0 2.033 0 0.998 0 -0.0038 0 1 0.025
1997.707 130.682 24.404 0 22.796 0 20.959 0 19.807 0 18.733 0 17.195 0 16.329 0 16.075 0 1.608 0 1.837 0 2.226 0 1.074 0 0.28536 0 1 0.18333
4.737 1392.546 21.11 0 20.338 0 19.023 0 18.223 0 17.457 0 16.368 0 15.718 0 15.548 0 0.772 0 1.315 0 1.566 0 0.766 0 -0.1748 0 1 0
1521.711 1787.732 21.609 0 20.982 0 19.653 0 18.793 0 17.903 0 16.667 0 16.08 0 15.859 0 0.627 0 1.329 0 1.75 0 0.89 0 -0.32988 0 1 0.08333
1825.664 1022.041 23.069 0 21.846 0 20.298 0 19.318 0 18.43 0 17.146 0 16.341 0 16.139 0 1.223 0 1.548 0 1.868 0 0.888 0 0.10844 0 1 0
478.648 1536.194 23.451 0 22.091 0 20.44 0 19.326 0 18.279 0 16.971 0 16.226 0 15.986 0 1.36 0 1.651 0 2.161 0 1.047 0 0.17128 0 1 0
610.503 735.506 23.92 0 22.398 0 20.184 0 18.792 0 17.349 0 15.247 0 14.254 0 13.861 0 1.522 0 2.214 0 2.835 0 1.443 0 -0.07208 0 1 0.025
485.032 349.15 21.484 0 20.716 0 19.32 0 18.412 0 17.463 0 16.131 0 15.527 0 15.279 0 0.768 0 1.396 0 1.857 0 0.949 0 -0.23712 0 1 0.01667
449.932 2009.599 22.432 0 21.472 0 19.897 0 18.867 0 17.776 0 16.24 0 15.599 0 15.3 0 0.96 0 1.575 0 2.121 0 1.091 0 -0.174 0 1 0
1449.265 120.442 19.633 0 18.202 0 16.65 0 15.6 0 14.46 0 13.306 0 12.723 0 12.482 0 1.431 0 1.552 0 2.19 0 1.14 0 0.31356 0 1 0
1398.838 39.263 15.605 0 15.374 0 14.672 0 14.216 0 13.759 0 13.156 0 12.844 0 12.748 0 0.231 0 0.702 0 0.913 0 0.457 0 -0.27444 0 1 0
630.878 1324.499 23.153 0 22.075 0 20.508 0 19.549 0 18.627 0 17.299 0 16.555 0 16.336 0 1.078 0 1.567 0 1.881 0 0.922 0 -0.05024 0 1 0.00833
1349.732 1709.972 20.755 0 20.076 0 18.82 0 18.001 0 17.145 0 15.956 0 15.433 0 15.211 0 0.679 0 1.256 0 1.675 0 0.856 0 -0.22532 0 1 0.05833
1912.623 980.396 21.264 0 20.482 0 19.068 0 18.193 0 17.326 0 16.1 0 15.448 0 15.24 0 0.782 0 1.414 0 1.742 0 0.867 0 -0.23608 0 1 0.00833
786.075 1843.022 22.614 0 21.689 0 20.171 0 19.181 0 18.133 0 16.659 0 16.044 0 15.757 0 0.925 0 1.518 0 2.038 0 1.048 0 -0.16796 0 1 0.04167
30.446 1566.728 23.63 0 22.193 0 20.539 0 19.413 0 18.256 0 16.964 0 16.295 0 16.035 0 1.437 0 1.654 0 2.283 0 1.157 0 0.24612 0 1 0.01667
1014.315 1798.016 18.314 0 17.735 0 16.619 0 15.896 0 15.151 0 14.121 0 13.643 0 13.457 0 0.579 0 1.116 0 1.468 0 0.745 0 -0.22452 0 1 0
1921.576 2021.136 21.92 0 20.707 0 19.247 0 18.314 0 17.502 0 16.337 0 15.553 0 15.381 0 1.213 0 1.46 0 1.745 0 0.812 0 0.1618 0 1 0
883.322 718.412 21.201 0 20.445 0 19.062 0 18.2 0 17.353 0 16.148 0 15.479 0 15.276 0 0.756 0 1.383 0 1.709 0 0.847 0 -0.23976 0 1 0.00833
1295.787 1882.99 20.991 0 18.492 0 15.94 0 14.435 0 12.956 0 10.77 0 9.573 0 9.19 0 2.499 0 2.552 0 2.984 0 1.479 0 0.66156 0 1 0.00833
343.762 536.731 22.793 0 21.498 0 19.954 0 18.961 0 18.084 0 16.837 0 16.023 0 15.832 0 1.295 0 1.544 0 1.87 0 0.877 0 0.18332 0 1 0.01667
293.399 1545.993 23.206 0 22.135 0 20.549 0 19.58 0 18.642 0 17.296 0 16.563 0 16.338 0 1.071 0 1.586 0 1.907 0 0.938 0 -0.07092 0 1 0.00833
501.732 584.394 20.473 0 19.746 0 18.466 0 17.635 0 16.767 0 15.557 0 15.031 0 14.803 0 0.727 0 1.28 0 1.699 0 0.868 0 -0.1946 0 1 0
1679.486 600.644 25.401 0 22.904 0 20 0 18.244 0 16.464 0 13.828 0 12.555 0 12.065 0 2.497 0 2.904 0 3.536 0 1.78 0 0.40612 0 1 0
614.063 1192.702 23.178 0 22.221 0 20.634 0 19.656 0 18.678 0 17.291 0 16.594 0 16.351 0 0.957 0 1.587 0 1.956 0 0.978 0 -0.18564 0 1 0.00833
1096.392 1581.342 23.483 0 22.534 0 20.904 0 19.854 0 18.757 0 17.215 0 16.541 0 16.248 0 0.949 0 1.63 0 2.147 0 1.097 0 -0.2246 0 1 0
1879.143 1206.229 25.055 0 23.054 0 20.509 0 18.958 0 17.38 0 15.068 0 13.966 0 13.538 0 2.001 0 2.545 0 3.129 0 1.578 0 0.1686 0 1 0.00833
1215.349 974.581 23.385 0 22.095 0 20.488 0 19.482 0 18.563 0 17.228 0 16.419 0 16.209 0 1.29 0 1.607 0 1.925 0 0.919 0 0.13296 0 1 0
1310.094 783.9 22.404 0 21.347 0 19.847 0 18.935 0 18.075 0 16.837 0 16.122 0 15.924 0 1.057 0 1.5 0 1.772 0 0.86 0 -0.023 0 1 0.03333
82.983 255.141 17.82 0 17.323 0 16.311 0 15.658 0 14.99 0 14.076 0 13.646 0 13.484 0 0.497 0 1.012 0 1.321 0 0.668 0 -0.23164 0 1 0.025
775.313 1102.612 22.007 0 21.059 0 19.51 0 18.506 0 17.453 0 15.967 0 15.327 0 15.04 0 0.948 0 1.549 0 2.057 0 1.053 0 -0.16728 0 1 0.5
1324.216 682.865 20.505 0 19.326 0 17.926 0 16.985 0 16.135 0 15.064 0 14.343 0 14.181 0 1.179 0 1.4 0 1.791 0 0.85 0 0.171 0 1 0.09167
998.48 1757.531 22.797 0 21.643 0 20.097 0 19.148 0 18.265 0 16.986 0 16.235 0 16.033 0 1.154 0 1.546 0 1.832 0 0.883 0 0.04088 0 1 0
302.253 924.966 18.252 0 17.638 0 16.458 0 15.707 0 14.944 0 13.886 0 13.378 0 13.191 0 0.614 0 1.18 0 1.514 0 0.763 0 -0.2356 0 1 0.13333
557.73 128.631 20.017 0 19.413 0 18.214 0 17.444 0 16.656 0 15.566 0 15.06 0 14.864 0 0.604 0 1.199 0 1.558 0 0.788 0 -0.25928 0 1 0
1886.659 623.601 21.295 0 20.353 0 18.822 0 17.829 0 16.786 0 15.317 0 14.697 0 14.412 0 0.942 0 1.531 0 2.036 0 1.043 0 -0.16032 0 1 0.19167
1440.079 1294.395 21.146 0 20.048 0 18.661 0 17.802 0 17.046 0 15.949 0 15.227 0 15.07 0 1.098 0 1.387 0 1.615 0 0.756 0 0.09936 0 1 0.26667
641.435 663.912 20.014 0 19.44 0 18.238 0 17.483 0 16.724 0 15.677 0 15.155 0 14.975 0 0.574 0 1.202 0 1.514 0 0.759 0 -0.29144 0 1 0
1450.393 648.856 21.667 0 20.723 0 19.186 0 18.193 0 17.155 0 15.693 0 15.065 0 14.784 0 0.944 0 1.537 0 2.031 0 1.038 0 -0.16264 0 1 0.11667
527.187 594.099 19.471 0 18.807 0 17.562 0 16.805 0 16.073 0 15.047 0 14.479 0 14.315 0 0.664 0 1.245 0 1.489 0 0.732 0 -0.2324 0 1 0.00833
502.073 172.497 22.792 0 20.258 0 17.574 0 15.978 0 14.4 0 12.058 0 10.836 0 10.415 0 2.534 0 2.684 0 3.174 0 1.578 0 0.60152 0 1 0
317.848 1014.159 15.804 0 15.359 0 14.429 0 13.892 0 13.416 0 12.761 0 12.302 0 12.224 0 0.445 0 0.93 0 1.013 0 0.476 0 -0.2246 0 1 0
1220.269 1784.137 23.819 0 22.406 0 20.749 0 19.589 0 18.357 0 16.981 0 16.272 0 16.013 0 1.413 0 1.657 0 2.392 0 1.232 0 0.21996 0 1 0.06667
1106.318 560.145 20.365 0 19.618 0 18.338 0 17.571 0 16.841 0 15.811 0 15.223 0 15.062 0 0.747 0 1.28 0 1.497 0 0.73 0 -0.1746 0 1 0.00833
1825.527 771.899 23.079 0 21.872 0 20.287 0 19.313 0 18.407 0 17.094 0 16.328 0 16.119 0 1.207 0 1.585 0 1.88 0 0.906 0 0.0658 0 1 0
1851.697 507.282 22.815 0 20.881 0 18.515 0 17.103 0 15.694 0 13.618 0 12.586 0 12.213 0 1.934 0 2.366 0 2.821 0 1.409 0 0.23048 0 1 0.05
1757.7 975.841 23.872 0 22.612 0 20.685 0 19.444 0 18.138 0 16.281 0 15.504 0 15.139 0 1.26 0 1.927 0 2.547 0 1.306 0 -0.12744 0 1 0.03333
1866.638 1883.873 20.046 0 19.25 0 17.863 0 16.978 0 16.068 0 14.792 0 14.214 0 13.977 0 0.796 0 1.387 0 1.795 0 0.91 0 -0.20264 0 1 0.00833
380.108 1406.804 19.976 0 19.302 0 17.999 0 17.191 0 16.382 0 15.257 0 14.696 0 14.502 0 0.674 0 1.303 0 1.617 0 0.809 0 -0.26416 0 1 0.01667
872.19 1940.678 19.427 0 18.716 0 17.44 0 16.626 0 15.794 0 14.633 0 14.102 0 13.889 0 0.711 0 1.276 0 1.646 0 0.832 0 -0.20772 0 1 0
1698.906 1529.648 20.087 0 19.375 0 18.056 0 17.218 0 16.362 0 15.17 0 14.616 0 14.4 0 0.712 0 1.319 0 1.694 0 0.856 0 -0.23768 0 1 0.00833
640.874 1477.626 20.928 0 19.19 0 17.072 0 15.826 0 14.604 0 12.802 0 11.865 0 11.553 0 1.738 0 2.118 0 2.468 0 1.222 0 0.21304 0 1 0
1881.277 232.93 22.39 0 21.44 0 19.838 0 18.818 0 17.764 0 16.277 0 15.61 0 15.331 0 0.95 0 1.602 0 2.074 0 1.054 0 -0.20344 0 1 0.01667
1031.698 1230.95 22.749 0 20.666 0 18.241 0 16.796 0 15.366 0 13.25 0 12.169 0 11.791 0 2.083 0 2.425 0 2.875 0 1.43 0 0.337 0 1 0.05833
127.737 1196.448 19.868 0 18.439 0 16.884 0 15.784 0 14.475 0 13.241 0 12.675 0 12.424 0 1.429 0 1.555 0 2.409 0 1.309 0 0.3094 0 1 0
585.332 1405.677 19.052 0 18.461 0 17.288 0 16.546 0 15.801 0 14.767 0 14.255 0 14.074 0 0.591 0 1.173 0 1.487 0 0.745 0 -0.25356 0 1 0.04167
847.743 459.844 11.77 0 11.665 0 11.09 0 10.736 0 10.413 0 10.006 0 9.739 0 9.692 0 0.105 0 0.575 0 0.677 0 0.323 0 -0.309 0 1 0.03333
779.1 1287.806 16.862 0 16.353 0 15.309 0 14.659 0 14.016 0 13.135 0 12.685 0 12.537 0 0.509 0 1.044 0 1.293 0 0.643 0 -0.24268 0 1 0.06667
85.121 1392.861 23.506 0 22.506 0 20.846 0 19.808 0 18.752 0 17.26 0 16.566 0 16.293 0 1 0 1.66 0 2.094 0 1.056 0 -0.1952 0 1 0
17.77 1422.504 23.162 0 21.764 0 20.185 0 19.085 0 17.85 0 16.586 0 15.949 0 15.694 0 1.398 0 1.579 0 2.335 0 1.235 0 0.26112 0 1 0
681.661 1227.681 21.499 0 20.236 0 18.753 0 17.697 0 16.585 0 15.358 0 14.674 0 14.464 0 1.263 0 1.483 0 2.168 0 1.112 0 0.19524 0 1 0.00833
1909.006 1608.9 21.585 0 20.654 0 19.129 0 18.154 0 17.144 0 15.724 0 15.107 0 14.836 0 0.931 0 1.525 0 1.985 0 1.01 0 -0.167 0 1 0.06667
1551.017 1020.127 19.929 0 20.335 0 20.037 0 19.954 0 19.858 0 19.872 0 19.788 0 19.82 0 -0.406 0 0.298 0 0.179 0 0.096 0 -0.62056 0 1 0
1219.976 959.275 20.643 0 19.416 0 17.991 0 17.076 0 16.268 0 15.141 0 14.381 0 14.22 0 1.227 0 1.425 0 1.723 0 0.808 0 0.201 0 1 0.11667
1979.886 1533.504 23.939 0 22.449 0 20.708 0 19.589 0 18.552 0 17.083 0 16.21 0 15.973 0 1.49 0 1.741 0 2.156 0 1.037 0 0.23648 0 1 0
474.78 2033.799 24.115 0 22.707 0 20.987 0 19.918 0 18.932 0 17.497 0 16.671 0 16.438 0 1.408 0 1.72 0 2.055 0 0.986 0 0.1696 0 1 0
762.077 1765.822 21.953 0 21.029 0 19.507 0 18.561 0 17.629 0 16.299 0 15.614 0 15.382 0 0.924 0 1.522 0 1.878 0 0.932 0 -0.17184 0 1 0
339.915 1388.455 19.471 0 18.693 0 17.345 0 16.498 0 15.641 0 14.443 0 13.883 0 13.666 0 0.778 0 1.348 0 1.704 0 0.857 0 -0.19256 0 1 0
229.218 1633.688 22.921 0 21.698 0 19.825 0 18.636 0 17.399 0 15.643 0 14.888 0 14.548 0 1.223 0 1.873 0 2.426 0 1.237 0 -0.12556 0 1 0.00833
1701.098 1516.254 19.988 0 20.396 0 20.094 0 19.994 0 19.883 0 19.879 0 19.787 0 19.816 0 -0.408 0 0.302 0 0.211 0 0.111 0 -0.62544 0 1 0
239.565 1545.089 22.296 0 20.287 0 17.937 0 16.547 0 15.178 0 13.156 0 12.136 0 11.775 0 2.009 0 2.35 0 2.759 0 1.369 0 0.317 0 1 0.15833
1458.683 781.098 21.618 0 20.339 0 18.871 0 17.945 0 17.143 0 15.993 0 15.225 0 15.061 0 1.279 0 1.468 0 1.728 0 0.802 0 0.22204 0 1 0.03333
574.95 911.816 22.437 0 21.385 0 19.725 0 18.669 0 17.578 0 16.039 0 15.378 0 15.081 0 1.052 0 1.66 0 2.147 0 1.091 0 -0.1432 0 1 0.05833
624.972 320.107 23.337 0 22.227 0 20.49 0 19.383 0 18.235 0 16.614 0 15.925 0 15.61 0 1.11 0 1.737 0 2.255 0 1.148 0 -0.14064 0 1 0.05833
149.147 760.597 23.837 0 22.723 0 20.962 0 19.849 0 18.702 0 17.082 0 16.379 0 16.069 0 1.114 0 1.761 0 2.26 0 1.147 0 -0.15392 0 1 0
1450.49 227.304 23.098 0 21.666 0 20.063 0 19.021 0 18.073 0 16.775 0 15.938 0 15.744 0 1.432 0 1.603 0 1.99 0 0.948 0 0.27784 0 1 0
166.885 12.73 18.377 0 17.845 0 16.759 0 16.102 0 15.473 0 14.613 0 14.151 0 14.015 0 0.532 0 1.086 0 1.286 0 0.629 0 -0.24992 0 1 0
