x y U eU B eB V eV R eR I eI J eJ H eH K eK U_B eU_B B_V eB_V V_I eV_I R_I eR_I Q_UB eQ_UB field probability
709.623 379.523 21.173 0 20.317 0 18.955 0 18.136 0 17.358 0 16.25 0 15.614 0 15.44 0 0.856 0 1.362 0 1.597 0 0.778 0 -0.12464 0 1 0.00833
1959.749 834.188 23.099 0 22.083 0 20.482 0 19.441 0 18.341 0 16.789 0 16.152 0 15.845 0 1.016 0 1.601 0 2.141 0 1.1 0 -0.13672 0 1 0
1904.578 877.819 22.5 0 21.273 0 19.467 0 18.294 0 17.049 0 15.274 0 14.552 0 14.198 0 1.227 0 1.806 0 2.418 0 1.245 0 -0.07332 0 1 0
848.92 1828.81 17.839 0 17.278 0 16.194 0 15.538 0 14.934 0 14.081 0 13.52 0 13.398 0 0.561 0 1.084 0 1.26 0 0.604 0 -0.21948 0 1 0.01667
679.035 79.543 19.439 0 18.918 0 17.774 0 17.066 0 16.367 0 15.404 0 14.896 0 14.739 0 0.521 0 1.144 0 1.407 0 0.699 0 -0.30268 0 1 0
1106.363 1310.245 22.96 0 21.761 0 20.106 0 19.092 0 18.122 0 16.721 0 15.95 0 15.717 0 1.199 0 1.655 0 1.984 0 0.97 0 0.0074 0 1 0.18333
1274.431 1174.729 20.472 0 19.502 0 18.019 0 17.056 0 16.04 0 14.603 0 14.013 0 13.729 0 0.97 0 1.483 0 1.979 0 1.016 0 -0.09776 0 1 0.05833
1970.923 314.824 23.687 0 22.362 0 20.426 0 19.171 0 17.84 0 15.942 0 15.17 0 14.79 0 1.325 0 1.936 0 2.586 0 1.331 0 -0.06892 0 1 0
60.385 1197.158 24.392 0 22.974 0 20.928 0 19.601 0 18.192 0 16.177 0 15.364 0 14.959 0 1.418 0 2.046 0 2.736 0 1.409 0 -0.05512 0 1 0
811.036 1729.57 19.586 0 18.684 0 17.385 0 16.606 0 15.899 0 14.884 0 14.246 0 14.099 0 0.902 0 1.299 0 1.486 0 0.707 0 -0.03328 0 1 0.00833
1060.317 1177.847 21.223 0 20.412 0 19.046 0 18.163 0 17.24 0 15.949 0 15.399 0 15.151 0 0.811 0 1.366 0 1.806 0 0.923 0 -0.17252 0 1 0
562.458 1799.042 19.775 0 18.633 0 17.306 0 16.456 0 15.743 0 14.735 0 13.999 0 13.866 0 1.142 0 1.327 0 1.563 0 0.713 0 0.18656 0 1 0.03333
1328.659 1661.689 20.989 0 20.297 0 18.971 0 18.136 0 17.288 0 16.109 0 15.547 0 15.337 0 0.692 0 1.326 0 1.683 0 0.848 0 -0.26272 0 1 0.03333
53.032 427.835 23.949 0 22.707 0 20.848 0 19.641 0 18.36 0 16.54 0 15.809 0 15.444 0 1.242 0 1.859 0 2.488 0 1.281 0 -0.09648 0 1 0.04167
1693.501 757.879 25.599 0 23 0 19.975 0 18.132 0 16.266 0 13.498 0 12.162 0 11.642 0 2.599 0 3.025 0 3.709 0 1.866 0 0.421 0 1 0
1005.177 1733.592 20.916 0 20.097 0 18.678 0 17.809 0 16.954 0 15.749 0 15.132 0 14.927 0 0.819 0 1.419 0 1.724 0 0.855 0 -0.20268 0 1 0.05
1101.032 1780.263 19.846 0 19.191 0 17.942 0 17.15 0 16.348 0 15.228 0 14.685 0 14.486 0 0.655 0 1.249 0 1.594 0 0.802 0 -0.24428 0 1 0
1502.61 91.991 21.333 0 20.412 0 18.977 0 18.049 0 17.075 0 15.702 0 15.137 0 14.867 0 0.921 0 1.435 0 1.902 0 0.974 0 -0.1122 0 1 0.00833
172.724 1939.942 23.273 0 22.112 0 20.364 0 19.232 0 18.038 0 16.34 0 15.644 0 15.306 0 1.161 0 1.748 0 2.326 0 1.194 0 -0.09756 0 1 0.03333
1613.709 472.738 25.061 0 23.157 0 20.611 0 19.022 0 17.393 0 14.995 0 13.874 0 13.42 0 1.904 0 2.546 0 3.218 0 1.629 0 0.07088 0 1 0.01667
1346.949 2022.227 19.929 0 19.201 0 17.966 0 17.17 0 16.346 0 15.197 0 14.703 0 14.484 0 0.728 0 1.235 0 1.62 0 0.824 0 -0.1612 0 1 0.025
1222.71 1874.551 23.135 0 21.755 0 20.099 0 19.048 0 18.084 0 16.703 0 15.868 0 15.648 0 1.38 0 1.656 0 2.015 0 0.964 0 0.18768 0 1 0
1955.348 569.465 21.038 0 19.371 0 17.296 0 16.069 0 14.866 0 13.1 0 12.195 0 11.886 0 1.667 0 2.075 0 2.43 0 1.203 0 0.173 0 1 0.01667
838.916 1545.227 22.53 0 21.553 0 19.987 0 18.977 0 17.921 0 16.434 0 15.813 0 15.523 0 0.977 0 1.566 0 2.066 0 1.056 0 -0.15052 0 1 0.00833
785.177 1079.276 18.248 0 17.732 0 16.666 0 16.028 0 15.427 0 14.6 0 14.123 0 14 0 0.516 0 1.066 0 1.239 0 0.601 0 -0.25152 0 1 0
486.634 666.13 16.847 0 16.33 0 15.355 0 14.732 0 14.105 0 13.244 0 12.844 0 12.69 0 0.517 0 0.975 0 1.25 0 0.627 0 -0.185 0 1 0
176.001 1751.227 24.092 0 22.636 0 20.928 0 19.848 0 18.87 0 17.452 0 16.601 0 16.376 0 1.456 0 1.708 0 2.058 0 0.978 0 0.22624 0 1 0.13333
1158.291 2045.511 25.789 0 23.679 0 20.901 0 19.161 0 17.363 0 14.71 0 13.508 0 12.996 0 2.11 0 2.778 0 3.538 0 1.798 0 0.10984 0 1 0
588.023 1610.04 21.999 0 20.681 0 19.126 0 18.142 0 17.262 0 16.003 0 15.204 0 15.013 0 1.318 0 1.555 0 1.864 0 0.88 0 0.1984 0 1 0.01667
963.118 1060.539 21.689 0 20.753 0 19.204 0 18.215 0 17.191 0 15.753 0 15.132 0 14.858 0 0.936 0 1.549 0 2.013 0 1.024 0 -0.17928 0 1 0
820.038 1548.482 22.541 0 20.886 0 18.655 0 17.28 0 15.894 0 13.852 0 12.862 0 12.487 0 1.655 0 2.231 0 2.761 0 1.386 0 0.04868 0 1 0.00833
1352.84 716.129 19.847 0 19.047 0 17.747 0 16.913 0 16.054 0 14.851 0 14.338 0 14.107 0 0.8 0 1.3 0 1.693 0 0.859 0 -0.136 0 1 0.05
1240.021 92.452 22.644 0 21.706 0 20.142 0 19.173 0 18.198 0 16.826 0 16.179 0 15.932 0 0.938 0 1.564 0 1.944 0 0.975 0 -0.18808 0 1 0
1738.321 752.495 20.729 0 19.204 0 17.138 0 15.87 0 14.609 0 12.74 0 11.799 0 11.461 0 1.525 0 2.066 0 2.529 0 1.261 0 0.03748 0 1 0.13333
1938.672 726.773 22.831 0 21.767 0 20.078 0 19.006 0 17.903 0 16.344 0 15.661 0 15.363 0 1.064 0 1.689 0 2.175 0 1.103 0 -0.15208 0 1 0.06667
2036.345 623.339 23.524 0 22.181 0 20.224 0 18.975 0 17.671 0 15.814 0 15.046 0 14.678 0 1.343 0 1.957 0 2.553 0 1.304 0 -0.06604 0 1 0
957.404 1233.592 23.326 0 21.874 0 20.26 0 19.142 0 17.863 0 16.578 0 15.952 0 15.683 0 1.452 0 1.614 0 2.397 0 1.279 0 0.28992 0 1 0.14167
537.711 1423.011 19.59 0 18.956 0 17.75 0 17.012 0 16.293 0 15.301 0 14.796 0 14.629 0 0.634 0 1.206 0 1.457 0 0.719 0 -0.23432 0 1 0.00833
1016.288 147.963 22.53 0 21.399 0 19.71 0 18.626 0 17.494 0 15.891 0 15.235 0 14.917 0 1.131 0 1.689 0 2.216 0 1.132 0 -0.08508 0 1 0.01667
1326.262 276.825 23.793 0 22.325 0 20.634 0 19.571 0 18.613 0 17.23 0 16.4 0 16.183 0 1.468 0 1.691 0 2.021 0 0.958 0 0.25048 0 1 0.03333
1508.253 778.476 20.705 0 19.591 0 17.906 0 16.844 0 15.754 0 14.21 0 13.537 0 13.241 0 1.114 0 1.685 0 2.152 0 1.09 0 -0.0992 0 1 0.00833
752.826 1857.842 15.093 0 14.746 0 13.967 0 13.479 0 13.01 0 12.385 0 12.069 0 11.966 0 0.347 0 0.779 0 0.957 0 0.469 0 -0.21388 0 1 0.64167
1130.291 214.562 23.614 0 22.428 0 20.598 0 19.438 0 18.24 0 16.548 0 15.83 0 15.501 0 1.186 0 1.83 0 2.358 0 1.198 0 -0.1316 0 1 0.01667
920.738 1143.681 20.828 0 19.993 0 18.616 0 17.743 0 16.851 0 15.608 0 15.071 0 14.834 0 0.835 0 1.377 0 1.765 0 0.892 0 -0.15644 0 1 0
92.235 191.495 22.845 0 21.845 0 20.234 0 19.229 0 18.215 0 16.789 0 16.146 0 15.881 0 1 0 1.611 0 2.019 0 1.014 0 -0.15992 0 1 0.00833
134.277 563.809 23.265 0 22.112 0 20.385 0 19.279 0 18.127 0 16.497 0 15.834 0 15.51 0 1.153 0 1.727 0 2.258 0 1.152 0 -0.09044 0 1 0.04167
505.487 234.533 20.208 0 19.175 0 17.788 0 16.955 0 16.206 0 15.13 0 14.48 0 14.317 0 1.033 0 1.387 0 1.582 0 0.749 0 0.03436 0 1 0
479.84 1114.265 22.979 0 21.646 0 19.744 0 18.528 0 17.259 0 15.454 0 14.729 0 14.366 0 1.333 0 1.902 0 2.485 0 1.269 0 -0.03644 0 1 0.025
1596.826 1261.71 23.361 0 22.073 0 20.573 0 19.441 0 18.152 0 16.782 0 16.067 0 15.842 0 1.288 0 1.5 0 2.421 0 1.289 0 0.208 0 1 0.08333
1067.074 112.231 22.944 0 20.209 0 17.386 0 15.692 0 13.993 0 11.553 0 10.326 0 9.874 0 2.735 0 2.823 0 3.393 0 1.699 0 0.70244 0 1 0.00833
1753.867 5.462 21.518 0 20.441 0 18.833 0 17.814 0 16.768 0 15.294 0 14.692 0 14.399 0 1.077 0 1.608 0 2.065 0 1.046 0 -0.08076 0 1 0
1298.714 1936.722 19.75 0 19.178 0 18.085 0 17.37 0 16.62 0 15.585 0 15.131 0 14.939 0 0.572 0 1.093 0 1.465 0 0.75 0 -0.21496 0 1 0.00833
716.483 1039.98 22.737 0 21.892 0 20.418 0 19.453 0 18.432 0 17.003 0 16.394 0 16.12 0 0.845 0 1.474 0 1.986 0 1.021 0 -0.21628 0 1 0.00833
369.926 174.405 26.861 0 23.125 0 19.313 0 16.915 0 14.447 0 10.892 0 9.18 0 8.513 0 3.736 0 3.812 0 4.866 0 2.468 0 0.99136 0 1 0.25833
1462.336 764.084 23.074 0 22.255 0 20.719 0 19.748 0 18.75 0 17.349 0 16.679 0 16.427 0 0.819 0 1.536 0 1.969 0 0.998 0 -0.28692 0 1 0.01667
409.165 541.143 19.518 0 18.775 0 17.642 0 16.906 0 16.125 0 15.025 0 14.583 0 14.365 0 0.743 0 1.133 0 1.517 0 0.781 0 -0.07276 0 1 0.15
337.594 1267.151 16.429 0 15.889 0 14.948 0 14.333 0 13.693 0 12.805 0 12.418 0 12.252 0 0.54 0 0.941 0 1.255 0 0.64 0 -0.13752 0 1 0
1630.869 251.977 20.474 0 19.928 0 18.723 0 17.948 0 17.157 0 16.065 0 15.536 0 15.345 0 0.546 0 1.205 0 1.566 0 0.791 0 -0.3216 0 1 0
1358.896 151.925 26.83 0 24.165 0 20.98 0 19.036 0 17.032 0 14.074 0 12.709 0 12.146 0 2.665 0 3.185 0 3.948 0 2.004 0 0.3718 0 1 0
871.439 1608.892 20.033 0 19.5 0 18.35 0 17.606 0 16.84 0 15.787 0 15.291 0 15.104 0 0.533 0 1.15 0 1.51 0 0.766 0 -0.295 0 1 0.00833
1400.133 1335.541 20.65 0 20.014 0 18.791 0 17.994 0 17.163 0 16.012 0 15.5 0 15.287 0 0.636 0 1.223 0 1.628 0 0.831 0 -0.24456 0 1 0.01667
34.151 389.581 22.557 0 21.566 0 20.058 0 19.075 0 18.027 0 16.544 0 15.952 0 15.656 0 0.991 0 1.508 0 2.031 0 1.048 0 -0.09476 0 1 0.00833
947.924 1571.997 22.999 0 21.706 0 19.888 0 18.7 0 17.425 0 15.602 0 14.892 0 14.52 0 1.293 0 1.818 0 2.463 0 1.275 0 -0.01596 0 1 0.05
1548.854 1503.645 21.196 0 19.972 0 18.494 0 17.495 0 16.571 0 15.428 0 14.72 0 14.525 0 1.224 0 1.478 0 1.923 0 0.924 0 0.15984 0 1 0.01667
1848.824 1341.363 22.671 0 21.593 0 20.071 0 19.143 0 18.265 0 17 0 16.269 0 16.066 0 1.078 0 1.522 0 1.806 0 0.878 0 -0.01784 0 1 0.025
239.659 1068.939 21.551 0 20.6 0 19.183 0 18.261 0 17.28 0 15.892 0 15.339 0 15.061 0 0.951 0 1.417 0 1.903 0 0.981 0 -0.06924 0 1 0.15833
751.876 225.444 22.786 0 21.801 0 20.259 0 19.254 0 18.186 0 16.681 0 16.069 0 15.771 0 0.985 0 1.542 0 2.073 0 1.068 0 -0.12524 0 1 0
1162.768 1555.454 24.189 0 22.714 0 20.938 0 19.805 0 18.764 0 17.255 0 16.361 0 16.114 0 1.475 0 1.776 0 2.174 0 1.041 0 0.19628 0 1 0.20833
1365.882 887.484 20.388 0 19.749 0 18.533 0 17.744 0 16.926 0 15.793 0 15.287 0 15.078 0 0.639 0 1.216 0 1.607 0 0.818 0 -0.23652 0 1 0.00833
1850.857 705.588 23.809 0 22.511 0 20.668 0 19.465 0 18.179 0 16.342 0 15.62 0 15.246 0 1.298 0 1.843 0 2.489 0 1.286 0 -0.02896 0 1 0.09167
1983.498 819.739 20.849 0 19.987 0 18.658 0 17.859 0 17.112 0 16.046 0 15.406 0 15.244 0 0.862 0 1.329 0 1.546 0 0.747 0 -0.09488 0 1 0
605.805 1597.085 21.735 0 20.879 0 19.473 0 18.558 0 17.595 0 16.244 0 15.68 0 15.417 0 0.856 0 1.406 0 1.878 0 0.963 0 -0.15632 0 1 0.025
276.248 1925.213 13.886 0 13.732 0 13.154 0 12.784 0 12.423 0 11.959 0 11.704 0 11.636 0 0.154 0 0.578 0 0.731 0 0.361 0 -0.26216 0 1 0.04167
253.242 96.523 20.042 0 19.366 0 18.133 0 17.392 0 16.683 0 15.688 0 15.117 0 14.963 0 0.676 0 1.233 0 1.45 0 0.709 0 -0.21176 0 1 0.025
614.007 253.961 22.212 0 21.393 0 19.926 0 19.017 0 18.105 0 16.822 0 16.182 0 15.958 0 0.819 0 1.467 0 1.821 0 0.912 0 -0.23724 0 1 0.15
860.588 1423.342 22.975 0 22.1 0 20.539 0 19.548 0 18.529 0 17.096 0 16.438 0 16.174 0 0.875 0 1.561 0 2.01 0 1.019 0 -0.24892 0 1 0
441.477 1149.176 23.429 0 22.432 0 20.742 0 19.667 0 18.561 0 16.989 0 16.259 0 15.967 0 0.997 0 1.69 0 2.181 0 1.106 0 -0.2198 0 1 0.05
673.036 1613.793 24.031 0 22.597 0 20.897 0 19.734 0 18.587 0 17.185 0 16.406 0 16.156 0 1.434 0 1.7 0 2.31 0 1.147 0 0.21 0 1 0
1879.697 281.523 18.337 0 17.863 0 16.778 0 16.1 0 15.429 0 14.506 0 14.016 0 13.866 0 0.474 0 1.085 0 1.349 0 0.671 0 -0.3072 0 1 0.03333
674.637 1907.607 23.191 0 22.124 0 20.422 0 19.318 0 18.154 0 16.508 0 15.821 0 15.498 0 1.067 0 1.702 0 2.268 0 1.164 0 -0.15844 0 1 0.06667
1210.929 379.658 17.831 0 17.35 0 16.337 0 15.687 0 15.025 0 14.119 0 13.684 0 13.525 0 0.481 0 1.013 0 1.312 0 0.662 0 -0.24836 0 1 0.025
1221.985 1966.237 20.277 0 19.646 0 18.424 0 17.638 0 16.83 0 15.713 0 15.201 0 14.998 0 0.631 0 1.222 0 1.594 0 0.808 0 -0.24884 0 1 0.00833
1397.76 356.607 20.319 0 19.579 0 18.332 0 17.523 0 16.678 0 15.497 0 14.997 0 14.77 0 0.74 0 1.247 0 1.654 0 0.845 0 -0.15784 0 1 0
1454.425 867.8 20.547 0 19.757 0 18.395 0 17.515 0 16.597 0 15.315 0 14.76 0 14.516 0 0.79 0 1.362 0 1.798 0 0.918 0 -0.19064 0 1 0.01667
1516.38 213.57 17.033 0 16.361 0 15.305 0 14.687 0 14.153 0 13.395 0 12.853 0 12.762 0 0.672 0 1.056 0 1.152 0 0.534 0 -0.08832 0 1 0
646.382 1926.433 23.031 0 21.664 0 20.082 0 19.044 0 18.113 0 16.846 0 16.022 0 15.827 0 1.367 0 1.582 0 1.969 0 0.931 0 0.22796 0 1 0
866.875 643.208 22.545 0 21.606 0 20.082 0 19.152 0 18.237 0 16.936 0 16.263 0 16.041 0 0.939 0 1.524 0 1.845 0 0.915 0 -0.15828 0 1 0.01667
1404.846 718.243 22.614 0 21.257 0 19.666 0 18.588 0 17.567 0 16.277 0 15.489 0 15.281 0 1.357 0 1.591 0 2.099 0 1.021 0 0.21148 0 1 0.01667
1969.151 1249.217 14.76 0 14.393 0 13.543 0 13.008 0 12.483 0 11.772 0 11.397 0 11.283 0 0.367 0 0.85 0 1.06 0 0.525 0 -0.245 0 1 0.09167
1786.825 1253.312 19.399 0 18.154 0 16.364 0 15.264 0 14.167 0 12.552 0 11.709 0 11.426 0 1.245 0 1.79 0 2.197 0 1.097 0 -0.0438 0 1 0.09167
1226.944 1384.692 23.244 0 22.217 0 20.574 0 19.51 0 18.392 0 16.814 0 16.157 0 15.848 0 1.027 0 1.643 0 2.182 0 1.118 0 -0.15596 0 1 0
1976.317 909.133 23.076 0 21.683 0 20.012 0 18.959 0 18.003 0 16.615 0 15.776 0 15.558 0 1.393 0 1.671 0 2.009 0 0.956 0 0.18988 0 1 0.00833
554.669 1905.175 19.894 0 18.378 0 16.45 0 15.316 0 14.211 0 12.591 0 11.734 0 11.458 0 1.516 0 1.928 0 2.239 0 1.105 0 0.12784 0 1 0.15833
674.424 373.271 21.007 0 19.366 0 17.29 0 16.058 0 14.843 0 13.062 0 12.153 0 11.841 0 1.641 0 2.076 0 2.447 0 1.215 0 0.14628 0 1 0.01667
1544.38 11.105 22.495 0 21.338 0 19.622 0 18.509 0 17.33 0 15.656 0 14.983 0 14.647 0 1.157 0 1.716 0 2.292 0 1.179 0 -0.07852 0 1 0.00833
296.106 2008.688 21.829 0 20.834 0 19.26 0 18.242 0 17.174 0 15.668 0 15.043 0 14.748 0 0.995 0 1.574 0 2.086 0 1.068 0 -0.13828 0 1 0.03333
462.24 80.942 23.297 0 22.24 0 20.53 0 19.435 0 18.296 0 16.681 0 15.974 0 15.664 0 1.057 0 1.71 0 2.234 0 1.139 0 -0.1742 0 1 0.03333
369.013 1208.539 23.327 0 22.353 0 20.719 0 19.698 0 18.66 0 17.195 0 16.512 0 16.245 0 0.974 0 1.634 0 2.059 0 1.038 0 -0.20248 0 1 0
1148.668 2023.921 20.521 0 19.593 0 18.116 0 17.167 0 16.184 0 14.798 0 14.201 0 13.935 0 0.928 0 1.477 0 1.932 0 0.983 0 -0.13544 0 1 0.06667
488.415 1931.061 23.973 0 22.73 0 20.911 0 19.732 0 18.482 0 16.705 0 15.996 0 15.638 0 1.243 0 1.819 0 2.429 0 1.25 0 -0.06668 0 1 0.1
445.968 881.725 19.275 0 18.52 0 17.317 0 16.608 0 15.962 0 15.047 0 14.481 0 14.35 0 0.755 0 1.203 0 1.355 0 0.646 0 -0.11116 0 1 0.25
485.556 966.733 15.887 0 14.876 0 13.383 0 12.49 0 11.638 0 10.373 0 9.628 0 9.426 0 1.011 0 1.493 0 1.745 0 0.852 0 -0.06396 0 1 0
404.736 1828.112 22.015 0 21.174 0 19.699 0 18.762 0 17.801 0 16.457 0 15.852 0 15.602 0 0.841 0 1.475 0 1.898 0 0.961 0 -0.221 0 1 0.05
1219.217 474.156 22.47 0 21.539 0 19.962 0 18.963 0 17.947 0 16.505 0 15.82 0 15.555 0 0.931 0 1.577 0 2.015 0 1.016 0 -0.20444 0 1 0.11667
1787.208 1547.089 21.785 0 20.814 0 19.305 0 18.33 0 17.309 0 15.869 0 15.275 0 14.992 0 0.971 0 1.509 0 1.996 0 1.021 0 -0.11548 0 1 0
1300.714 750.689 14.558 0 14.353 0 13.657 0 13.224 0 12.813 0 12.28 0 11.974 0 11.898 0 0.205 0 0.696 0 0.844 0 0.411 0 -0.29612 0 1 0.61667
740.548 208.409 15.032 0 14.743 0 13.956 0 13.462 0 12.983 0 12.348 0 12.008 0 11.909 0 0.289 0 0.787 0 0.973 0 0.479 0 -0.27764 0 1 0.5
157.744 1963.104 17.32 0 16.729 0 15.641 0 14.951 0 14.258 0 13.3 0 12.849 0 12.677 0 0.591 0 1.088 0 1.383 0 0.693 0 -0.19236 0 1 0
1964.575 65.684 23.579 0 22.259 0 20.6 0 19.577 0 18.631 0 17.257 0 16.467 0 16.246 0 1.32 0 1.659 0 1.969 0 0.946 0 0.12552 0 1 0
195.833 1400.304 18.833 0 18.097 0 16.848 0 16.05 0 15.235 0 14.098 0 13.59 0 13.378 0 0.736 0 1.249 0 1.613 0 0.815 0 -0.16328 0 1 0.05833
125.934 1594.359 23.803 0 22.654 0 20.85 0 19.727 0 18.586 0 16.964 0 16.216 0 15.916 0 1.149 0 1.804 0 2.264 0 1.141 0 -0.14988 0 1 0
413.583 1088.725 23.277 0 22.198 0 20.517 0 19.433 0 18.297 0 16.691 0 16.028 0 15.712 0 1.079 0 1.681 0 2.22 0 1.136 0 -0.13132 0 1 0.00833
379.386 1558.311 19.456 0 18.741 0 17.523 0 16.741 0 15.938 0 14.82 0 14.334 0 14.122 0 0.715 0 1.218 0 1.585 0 0.803 0 -0.16196 0 1 0.04167
346.008 1454.773 22.21 0 20.995 0 19.482 0 18.554 0 17.718 0 16.507 0 15.771 0 15.586 0 1.215 0 1.513 0 1.764 0 0.836 0 0.12564 0 1 0.025
661.823 1472.564 20.887 0 19.65 0 18.208 0 17.186 0 16.138 0 14.943 0 14.226 0 14.039 0 1.237 0 1.442 0 2.07 0 1.048 0 0.19876 0 1 0
136.016 1146.568 20.624 0 19.854 0 18.524 0 17.676 0 16.807 0 15.598 0 15.065 0 14.838 0 0.77 0 1.33 0 1.717 0 0.869 0 -0.1876 0 1 0.00833
1527.937 2046.23 21.312 0 20.436 0 19.003 0 18.084 0 17.133 0 15.802 0 15.234 0 14.978 0 0.876 0 1.433 0 1.87 0 0.951 0 -0.15576 0 1 0
1524.034 1937.425 24.834 0 22.787 0 20.175 0 18.574 0 16.952 0 14.561 0 13.445 0 12.995 0 2.047 0 2.612 0 3.223 0 1.622 0 0.16636 0 1 0
2034.255 295.443 18.291 0 17.553 0 16.289 0 15.497 0 14.702 0 13.595 0 13.078 0 12.878 0 0.738 0 1.264 0 1.587 0 0.795 0 -0.17208 0 1 0
293.343 608.869 23.09 0 22.03 0 20.365 0 19.299 0 18.191 0 16.628 0 15.972 0 15.667 0 1.06 0 1.665 0 2.174 0 1.108 0 -0.1388 0 1 0.03333
513.304 615.298 24.268 0 22.835 0 20.766 0 19.445 0 18.062 0 16.088 0 15.275 0 14.883 0 1.433 0 2.069 0 2.704 0 1.383 0 -0.05668 0 1 0
1287.253 1740.292 12.632 0 12.452 0 11.798 0 11.4 0 11.041 0 10.578 0 10.282 0 10.224 0 0.18 0 0.654 0 0.757 0 0.359 0 -0.29088 0 1 0
1119.659 1660.576 19.813 0 19.146 0 17.914 0 17.165 0 16.44 0 15.435 0 14.912 0 14.746 0 0.667 0 1.232 0 1.474 0 0.725 0 -0.22004 0 1 0.025
80.442 541.919 19.808 0 19.131 0 17.898 0 17.12 0 16.334 0 15.248 0 14.75 0 14.552 0 0.677 0 1.233 0 1.564 0 0.786 0 -0.21076 0 1 0
491.288 1093.456 21.732 0 20.877 0 19.415 0 18.494 0 17.56 0 16.254 0 15.663 0 15.421 0 0.855 0 1.462 0 1.855 0 0.934 0 -0.19764 0 1 0.00833
1372.996 1721.84 22.911 0 20.867 0 18.459 0 17.029 0 15.618 0 13.535 0 12.517 0 12.139 0 2.044 0 2.408 0 2.841 0 1.411 0 0.31024 0 1 0
1686.549 588.263 20.641 0 19.897 0 18.57 0 17.757 0 16.957 0 15.844 0 15.291 0 15.1 0 0.744 0 1.327 0 1.613 0 0.8 0 -0.21144 0 1 0.00833
1550.086 1741.363 23.361 0 22.31 0 20.624 0 19.556 0 18.457 0 16.909 0 16.239 0 15.943 0 1.051 0 1.686 0 2.167 0 1.099 0 -0.16292 0 1 0
143.842 1659.246 22.18 0 21.057 0 19.446 0 18.476 0 17.542 0 16.207 0 15.515 0 15.289 0 1.123 0 1.611 0 1.904 0 0.934 0 -0.03692 0 1 0
792.906 2021.532 23.911 0 22.398 0 20.705 0 19.617 0 18.63 0 17.241 0 16.382 0 16.168 0 1.513 0 1.693 0 2.075 0 0.987 0 0.29404 0 1 0.025
300.775 653.498 22.887 0 21.862 0 20.228 0 19.192 0 18.125 0 16.626 0 15.983 0 15.694 0 1.025 0 1.634 0 2.103 0 1.067 0 -0.15148 0 1 0.03333
417.937 577.988 23.238 0 21.878 0 20.324 0 19.243 0 18.147 0 16.822 0 16.013 0 15.814 0 1.36 0 1.554 0 2.177 0 1.096 0 0.24112 0 1 0
792.78 1946.302 19.542 0 17.901 0 15.976 0 14.863 0 13.809 0 12.255 0 11.425 0 11.163 0 1.641 0 1.925 0 2.167 0 1.054 0 0.255 0 1 0
835.239 1154.454 19.262 0 18.609 0 17.425 0 16.713 0 16.038 0 15.105 0 14.607 0 14.457 0 0.653 0 1.184 0 1.387 0 0.675 0 -0.19948 0 1 0.33333
1020.006 1224.625 23.609 0 22.094 0 20.389 0 19.287 0 18.259 0 16.831 0 15.974 0 15.75 0 1.515 0 1.705 0 2.13 0 1.028 0 0.2874 0 1 0.03333
1339.514 1927.198 16.473 0 16.068 0 15.182 0 14.634 0 14.107 0 13.402 0 13.045 0 12.929 0 0.405 0 0.886 0 1.075 0 0.527 0 -0.23292 0 1 0.025
1103.534 840.568 24.551 0 23.034 0 20.897 0 19.542 0 18.13 0 16.114 0 15.288 0 14.886 0 1.517 0 2.137 0 2.767 0 1.412 0 -0.02164 0 1 0
641.933 853.745 19.705 0 18.893 0 17.585 0 16.757 0 15.917 0 14.746 0 14.241 0 14.017 0 0.812 0 1.308 0 1.668 0 0.84 0 -0.12976 0 1 0
1859.783 1303.551 24.005 0 22.475 0 20.787 0 19.604 0 18.22 0 16.84 0 16.21 0 15.924 0 1.53 0 1.688 0 2.567 0 1.384 0 0.31464 0 1 0
1711.713 1836.591 23.489 0 22.21 0 20.426 0 19.339 0 18.285 0 16.774 0 16.043 0 15.773 0 1.279 0 1.784 0 2.141 0 1.054 0 -0.00548 0 1 0.075
1875.934 498.558 19.44 0 18.158 0 16.313 0 15.206 0 14.093 0 12.483 0 11.644 0 11.367 0 1.282 0 1.845 0 2.22 0 1.113 0 -0.0464 0 1 0.09167
342.189 718.151 24.627 0 22.784 0 20.263 0 18.675 0 17.012 0 14.577 0 13.457 0 12.993 0 1.843 0 2.521 0 3.251 0 1.663 0 0.02788 0 1 0.01667
420.827 18.821 20.468 0 19.789 0 18.594 0 17.812 0 16.987 0 15.839 0 15.351 0 15.132 0 0.679 0 1.195 0 1.607 0 0.825 0 -0.1814 0 1 0.00833
649.567 189.666 20.82 0 20.054 0 18.728 0 17.862 0 16.945 0 15.663 0 15.117 0 14.871 0 0.766 0 1.326 0 1.783 0 0.917 0 -0.18872 0 1 0.06667
1434.787 373.969 23.656 0 22.551 0 20.902 0 19.825 0 18.67 0 17.032 0 16.384 0 16.054 0 1.105 0 1.649 0 2.232 0 1.155 0 -0.08228 0 1 0.05833
571.882 532.613 19.129 0 18.335 0 17.118 0 16.325 0 15.483 0 14.295 0 13.814 0 13.579 0 0.794 0 1.217 0 1.635 0 0.842 0 -0.08224 0 1 0.05
1708.435 2016.623 22.635 0 21.783 0 20.257 0 19.265 0 18.229 0 16.766 0 16.095 0 15.82 0 0.852 0 1.526 0 2.028 0 1.036 0 -0.24672 0 1 0
